ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
2446,45,31,84,80935,1,2.15,2,17,0,1,0,0,0
2447,54,17,165,27839,1,2.16,1,190,0,0,1,0,0
2448,33,12,197,61337,4,6.45,3,53,1,0,1,1,1
2449,44,4,49,50204,3,4.18,2,215,1,0,1,0,0
2450,44,9,145,30195,1,1.03,3,41,1,0,0,0,0
2451,47,24,85,37848,2,9.24,3,229,0,0,0,0,0
2452,44,33,24,99229,3,4.35,1,229,1,1,1,0,0
2453,50,36,112,50854,3,6.11,2,181,1,0,1,1,1
2454,51,29,116,60998,1,8.91,2,140,0,1,0,0,1
2455,35,6,189,77390,4,4.32,2,287,1,1,0,1,1
2456,40,5,113,41558,3,8.3,3,81,1,1,0,0,1
2457,24,2,125,12985,2,9.19,2,166,1,1,0,1,1
2458,51,12,152,71794,3,2.15,2,53,0,0,0,1,0
2459,43,2,197,53585,4,8.98,3,72,0,0,1,0,1
2460,37,25,104,94814,2,1.64,2,212,0,0,0,1,0
2461,49,23,77,50264,4,3.11,2,170,1,1,1,1,0
2462,53,5,98,43326,1,8.18,3,269,0,1,1,1,1
2463,37,11,27,94816,3,9.06,2,218,0,1,0,1,1
2464,45,35,178,69261,2,7.0,1,135,0,1,0,1,1
2465,46,1,31,44022,4,1.5,3,34,1,1,0,0,0
2466,35,10,168,25667,1,5.47,2,145,0,1,1,1,1
2467,44,38,113,28065,2,5.94,1,182,0,0,0,0,1
2468,59,33,110,97191,3,3.18,3,77,0,1,1,1,1
2469,55,25,52,20006,3,9.92,2,252,0,0,0,1,0
2470,25,17,173,81819,4,3.69,3,235,1,0,1,0,0
2471,41,20,119,55076,2,2.5,1,76,0,0,1,1,0
2472,45,35,187,78861,1,1.55,3,72,0,1,0,1,1
2473,51,39,34,60393,1,4.1,2,26,0,0,0,1,0
2474,52,21,133,13143,1,7.08,1,37,1,0,1,0,1
2475,61,29,148,67505,4,2.7,3,253,1,1,1,0,1
2476,47,29,30,22417,1,7.81,2,85,0,0,0,1,0
2477,59,7,74,41300,2,1.79,2,30,1,0,1,0,0
2478,30,33,21,38896,4,4.68,1,204,0,1,1,1,0
2479,64,8,84,60629,3,7.17,1,192,1,1,0,0,1
2480,38,19,191,37606,4,1.79,3,229,1,1,0,0,1
2481,30,39,35,49916,4,6.18,2,180,0,0,1,0,0
2482,23,24,169,71330,4,8.09,1,244,1,0,1,1,1
2483,27,18,125,17551,2,6.16,2,39,1,1,0,0,1
2484,25,4,165,66422,3,5.36,3,156,0,0,0,1,1
2485,23,10,194,77782,3,8.46,1,167,0,1,0,0,1
2486,26,14,49,75391,4,9.86,3,157,1,1,1,1,1
2487,62,7,29,73411,4,2.22,3,129,1,1,0,1,0
2488,57,18,81,83185,4,7.07,1,81,1,0,1,0,0
2489,54,22,104,10888,2,1.27,3,155,1,0,0,0,0
2490,64,26,153,67135,2,0.91,2,174,0,0,0,1,0
2491,56,39,86,39424,1,3.17,1,287,1,1,1,1,0
2492,47,31,60,51559,3,9.72,2,87,0,1,0,0,1
2493,32,25,190,21075,1,5.75,3,101,0,0,1,0,1
2494,43,26,37,32699,1,3.05,1,247,0,0,0,1,0
2495,61,18,77,57972,4,1.76,2,205,1,0,0,1,0
2496,49,28,79,19950,2,9.24,2,88,1,1,0,1,1
2497,49,38,107,15413,1,3.94,2,287,0,1,0,1,1
2498,24,32,46,49305,1,3.41,2,95,0,0,0,0,0
2499,63,18,87,13569,1,8.65,2,158,0,0,1,0,0
2500,35,36,41,76778,4,6.24,3,113,0,0,1,0,0
2501,31,18,171,40085,4,2.1,3,23,0,0,1,0,0
2502,58,32,59,86023,2,4.5,3,162,1,1,0,0,0
2503,44,15,128,93845,1,9.32,3,285,1,0,0,0,1
2504,64,22,93,46163,1,9.06,3,54,1,0,0,1,0
2505,48,6,85,59592,2,1.17,3,63,1,1,0,0,0
2506,34,25,187,97151,2,3.05,3,32,0,1,1,1,1
2507,39,31,25,67333,2,1.97,2,45,0,0,1,0,0
2508,36,11,131,18039,3,5.57,3,218,1,1,0,0,1
2509,36,7,37,18198,2,7.62,2,288,0,0,1,1,0
2510,56,4,100,44354,4,3.31,1,195,0,0,0,0,0
2511,42,27,121,13824,3,7.7,3,252,0,0,0,1,1
2512,33,4,129,60420,2,6.85,2,285,1,1,0,1,1
2513,38,25,49,99535,4,7.42,1,235,1,0,1,1,0
2514,53,4,141,13436,2,9.51,1,78,1,0,0,0,1
2515,28,21,168,50857,2,4.53,2,91,1,1,1,1,1
2516,41,14,81,26057,3,3.75,2,95,1,1,1,1,0
2517,59,12,157,11310,4,7.0,2,227,1,1,0,1,1
2518,26,27,139,85355,1,8.17,3,285,0,0,1,1,1
2519,26,32,126,88993,2,2.32,1,234,1,0,0,1,0
2520,42,22,160,76013,3,8.54,3,101,0,0,1,0,1
2521,32,32,95,70022,4,1.05,3,251,1,0,0,0,0
2522,46,17,28,18906,2,0.56,3,139,1,0,0,0,0
2523,57,29,58,19868,1,2.01,1,142,0,1,0,1,0
2524,48,25,43,28546,4,9.8,1,239,1,1,0,0,1
2525,59,15,144,82855,4,5.47,1,265,0,0,0,0,1
2526,60,12,137,43149,3,0.94,2,60,1,0,1,1,0
2527,43,38,53,77381,2,9.97,3,22,0,0,0,1,0
2528,62,32,80,33684,2,7.58,2,10,1,0,0,0,0
2529,61,25,188,39858,4,8.46,2,15,0,0,1,0,1
2530,43,0,152,55330,2,2.52,3,48,1,0,0,0,0
2531,32,37,98,69204,4,1.5,1,169,0,0,0,1,0
2532,60,1,69,35293,1,5.39,3,118,1,0,1,0,0
2533,26,5,151,66869,3,7.84,2,41,1,1,0,0,1
2534,42,37,70,14629,2,6.56,1,9,1,1,1,0,1
2535,39,23,71,15704,2,6.5,1,48,1,0,1,0,0
2536,29,17,141,11776,3,7.69,2,264,1,0,1,1,1
2537,26,26,186,67255,1,2.66,1,206,1,0,0,0,0
2538,51,7,27,58281,1,6.78,1,166,0,1,1,1,1
2539,36,27,132,41236,1,4.23,3,1,0,1,0,0,1
2540,25,9,64,76780,1,1.16,3,67,0,0,1,1,0
2541,46,16,107,11333,1,2.42,2,209,0,0,1,0,0
2542,59,28,47,79205,4,8.04,2,138,0,0,1,0,0
2543,38,5,138,93120,2,9.01,2,36,0,0,0,1,1
2544,26,13,126,60946,2,3.19,1,217,1,0,1,0,0
2545,46,21,46,65333,2,2.31,2,277,1,1,0,0,0
2546,56,5,181,37277,4,0.75,3,179,1,0,1,1,0
2547,52,25,100,60606,3,9.5,1,4,0,0,1,1,0
2548,40,38,120,11933,1,7.0,2,129,1,1,0,1,1
2549,41,11,81,43514,3,9.59,1,132,0,0,1,0,0
2550,53,34,81,99893,1,8.71,1,98,0,1,1,0,1
2551,41,13,185,72958,1,3.73,1,159,0,1,0,1,1
2552,41,21,45,16827,3,1.57,2,235,1,1,0,1,0
2553,44,22,140,40844,2,5.24,1,146,1,0,1,1,1
2554,46,6,43,10792,4,0.75,1,114,0,1,1,0,0
2555,34,39,58,49695,3,1.92,1,3,1,1,1,0,0
2556,52,24,143,93187,2,2.72,3,86,1,1,0,1,1
2557,60,12,40,52510,1,6.82,2,45,0,0,0,1,0
2558,53,20,113,49137,2,5.34,3,82,1,1,1,1,1
2559,58,9,194,94610,1,3.37,1,153,1,1,0,1,1
2560,41,8,134,83410,1,5.87,1,281,0,0,0,0,1
2561,58,14,195,92212,2,1.69,3,287,0,0,1,1,0
2562,52,1,140,49632,1,7.68,1,110,1,1,0,1,1
2563,55,24,32,46790,4,7.26,3,116,1,1,0,0,1
2564,40,12,150,93568,2,2.56,1,96,1,1,0,1,1
2565,50,33,179,40885,3,6.26,1,281,0,0,0,1,1
2566,33,33,182,75214,1,5.28,1,188,0,0,0,0,1
2567,55,34,38,86544,1,1.08,1,87,0,0,1,1,0
2568,39,37,161,54870,4,3.14,2,86,1,0,0,1,0
2569,28,2,195,58110,4,10.0,2,25,1,0,0,1,1
2570,26,5,100,15171,3,1.45,2,30,0,1,0,0,0
2571,42,18,142,19589,1,5.31,3,125,0,1,0,1,1
2572,49,2,87,28077,3,8.57,3,197,0,0,1,0,0
2573,37,17,192,74874,3,3.36,3,30,1,1,1,0,1
2574,28,38,38,82246,1,2.98,3,231,1,0,0,0,0
2575,36,8,83,95772,3,8.96,2,44,1,1,1,1,1
2576,33,11,120,48227,3,3.4,3,188,1,1,0,0,1
2577,61,4,85,24937,4,6.69,3,51,0,0,1,0,0
2578,31,2,85,19754,4,7.53,3,51,1,0,0,1,0
2579,48,10,94,35688,3,7.99,1,78,1,1,0,0,1
2580,38,29,64,17048,1,9.95,3,48,0,1,1,0,1
2581,27,3,106,32568,4,8.13,1,229,0,1,0,0,1
2582,32,4,86,85019,3,6.74,3,43,0,1,1,1,1
2583,25,0,22,27545,2,9.01,3,291,1,0,0,0,0
2584,35,26,185,92949,2,9.1,1,246,0,1,1,0,1
2585,52,27,189,55217,3,9.75,3,218,1,0,1,1,1
2586,28,28,187,58122,2,7.88,1,21,0,1,1,1,1
2587,39,17,197,43746,4,2.35,3,129,1,0,1,0,0
2588,41,11,182,18709,1,7.24,3,6,1,0,0,1,1
2589,64,12,43,35358,3,1.21,1,271,0,0,0,0,0
2590,57,1,107,21023,4,3.52,2,43,0,1,1,1,1
2591,48,36,36,38756,1,1.6,1,239,1,1,0,0,0
2592,27,15,59,73175,2,9.52,2,64,0,0,0,1,0
2593,51,23,191,64281,2,3.72,1,245,1,1,0,0,1
2594,59,34,170,59289,2,7.28,2,72,0,0,1,0,1
2595,42,21,25,68097,2,5.93,3,70,1,0,1,1,0
2596,43,35,168,86681,4,1.52,2,196,1,0,0,1,0
2597,32,10,138,96728,4,5.83,3,188,0,0,0,1,1
2598,27,28,139,57259,1,6.78,1,157,1,0,1,1,1
2599,58,34,54,28839,3,8.87,2,24,1,1,0,1,1
2600,28,14,132,37410,1,1.17,3,70,1,0,0,0,0
2601,48,30,48,21447,3,3.31,1,222,1,1,0,0,0
2602,26,15,26,96569,2,7.08,2,159,0,1,1,1,1
2603,61,9,72,85665,2,0.83,3,74,1,1,1,0,0
2604,61,31,184,23907,2,2.43,2,137,1,0,1,0,0
2605,57,1,42,31637,2,2.58,2,40,0,1,0,1,0
2606,23,23,116,48196,4,6.86,3,15,0,1,0,0,1
2607,46,22,155,32369,1,3.22,3,188,1,1,0,1,1
2608,58,1,95,12589,3,6.2,1,27,1,1,1,0,1
2609,28,37,195,33560,3,9.67,3,162,1,0,1,0,1
2610,63,30,29,13034,4,8.04,3,54,0,1,1,1,1
2611,53,39,136,10169,2,3.66,2,273,1,1,0,0,1
2612,42,25,43,13239,1,4.99,3,101,1,0,1,1,0
2613,46,28,194,13415,2,2.41,2,41,0,1,0,0,1
2614,47,2,58,95488,4,0.65,2,262,1,1,0,0,0
2615,58,13,85,86944,3,3.25,3,170,0,1,1,0,0
2616,43,24,25,13484,4,4.01,3,207,1,1,0,1,0
2617,52,0,40,63987,3,5.86,3,48,0,1,0,1,1
2618,46,2,92,28225,1,9.47,3,59,1,0,1,0,0
2619,64,25,93,90459,3,9.5,1,5,1,1,0,1,1
2620,52,17,55,71104,1,1.17,2,147,0,1,1,1,0
2621,44,8,150,30936,2,6.34,1,286,0,0,1,1,1
2622,50,37,189,49612,2,0.9,1,210,1,1,1,0,1
2623,29,22,192,94946,4,6.66,2,149,0,1,0,1,1
2624,57,20,63,49952,1,1.62,1,84,0,1,1,1,0
2625,50,0,110,68945,2,9.49,3,159,0,0,1,1,1
2626,36,20,180,97399,1,8.71,3,46,1,1,1,1,1
2627,32,26,79,15380,2,0.71,3,161,1,1,0,1,0
2628,38,5,112,60298,2,7.93,3,154,0,1,0,1,1
2629,38,35,102,96246,3,6.54,2,229,0,1,0,1,1
2630,53,27,102,90821,4,5.21,3,299,0,1,1,1,1
2631,64,16,96,37260,3,6.23,2,157,1,0,1,1,0
2632,47,39,45,42879,1,6.94,2,160,0,1,1,1,1
2633,35,2,40,26143,2,8.9,2,246,0,0,0,0,0
2634,28,11,139,59744,4,7.79,2,55,1,1,1,0,1
2635,31,38,149,82949,2,5.97,1,150,0,1,1,0,1
2636,58,11,194,41578,2,8.33,1,298,1,1,0,0,1
2637,42,1,127,90262,3,9.88,3,53,1,0,0,0,1
2638,40,21,177,67331,1,3.35,2,222,0,0,1,1,0
2639,43,22,46,73815,4,1.62,3,253,1,1,1,1,0
2640,26,29,90,81519,4,7.45,3,67,1,1,1,1,1
2641,55,4,167,29178,4,9.8,3,52,1,0,0,1,1
2642,49,8,69,85857,1,1.61,3,244,1,0,0,0,0
2643,29,20,114,70197,4,4.6,2,39,0,0,1,0,0
2644,28,10,42,46366,1,1.09,2,137,1,1,0,1,0
2645,37,4,160,62955,4,7.88,1,265,0,0,0,1,1
2646,40,34,100,51911,2,9.51,2,137,1,0,1,0,0
2647,54,26,151,93422,1,5.24,2,291,1,0,1,1,1
2648,33,1,161,63619,3,4.39,3,209,0,0,0,1,0
2649,42,23,39,54296,4,9.12,2,171,1,1,0,0,1
2650,46,30,143,32791,3,1.77,3,184,0,0,0,1,0
2651,37,32,32,18301,1,8.97,2,298,1,0,0,1,0
2652,29,38,22,45779,2,4.23,1,239,1,1,1,1,0
2653,43,29,194,46894,3,5.81,3,210,0,0,0,0,1
2654,64,36,150,89618,3,5.52,2,150,1,1,1,0,1
2655,48,27,148,59250,2,6.35,2,123,1,0,0,0,1
2656,36,30,109,80994,2,9.45,3,48,0,1,1,0,1
2657,59,10,171,51770,1,9.54,1,123,1,0,0,0,1
2658,43,22,54,32300,4,8.4,1,67,1,1,1,0,1
2659,40,1,33,78235,3,2.32,2,230,1,1,1,0,0
2660,27,39,160,39485,3,3.67,2,8,1,1,1,1,1
2661,25,26,194,50285,1,5.13,2,265,1,1,0,0,1
2662,45,34,69,76555,4,9.1,3,124,0,1,0,1,1
2663,48,1,97,42471,1,5.45,3,111,0,1,0,0,1
2664,59,38,173,58671,3,9.79,3,53,1,0,0,1,1
2665,46,36,22,30270,3,9.85,2,88,1,1,1,1,1
2666,41,20,198,98151,2,6.19,1,94,1,1,0,0,1
2667,47,4,59,23698,2,8.84,3,249,0,1,1,1,1
2668,43,20,183,82265,4,9.99,1,165,1,1,1,0,1
2669,34,28,70,49729,3,8.57,2,226,1,0,0,1,0
2670,63,19,20,21171,3,6.74,3,135,1,1,1,1,1
2671,55,37,123,89483,2,8.53,3,64,1,0,1,1,1
2672,26,19,180,70684,1,1.29,3,4,0,1,0,0,1
2673,64,24,154,65165,1,6.53,2,119,1,0,0,1,1
2674,29,1,136,59948,3,2.56,2,218,1,0,1,1,0
2675,44,31,135,44725,3,1.6,2,42,1,0,0,0,0
2676,55,25,71,29450,4,8.98,1,187,1,1,1,0,1
2677,39,5,139,23300,4,6.58,1,25,1,0,0,1,1
2678,46,2,158,94600,2,2.81,3,266,1,1,0,0,1
2679,56,32,174,14441,3,4.17,3,161,1,1,1,0,1
2680,50,0,161,29332,1,9.75,2,232,0,1,0,0,1
2681,63,4,105,30115,4,8.69,2,129,1,0,0,0,1
2682,61,12,65,97404,2,0.65,2,20,0,0,0,1,0
2683,44,18,95,51997,2,9.81,3,127,0,1,1,0,1
2684,39,11,29,96151,1,4.0,2,75,1,0,1,1,0
2685,56,24,171,23615,4,7.11,1,72,1,1,0,0,1
2686,28,34,80,24732,1,7.27,1,232,1,0,1,0,0
2687,28,11,37,35367,2,9.16,3,105,0,1,1,0,1
2688,56,29,105,52738,3,8.91,3,8,0,1,1,1,1
2689,23,4,156,10981,1,3.18,1,118,0,0,0,1,0
2690,32,33,164,72881,2,6.61,2,49,1,0,0,1,1
2691,43,21,147,68609,3,4.24,3,9,1,1,0,1,1
2692,27,38,123,97090,3,5.49,3,112,0,0,1,0,1
2693,24,12,160,91666,4,5.77,3,265,0,0,1,1,1
2694,44,2,197,94351,4,4.27,1,77,1,0,0,0,0
2695,24,19,120,18566,2,4.91,3,35,0,0,0,1,0
2696,32,30,25,81885,1,2.48,1,201,0,0,0,0,0
2697,56,4,104,20728,3,6.27,1,117,0,1,0,1,1
2698,38,23,70,93911,4,7.71,2,189,0,0,1,0,0
2699,61,39,55,97350,4,4.58,2,241,0,0,0,0,0
2700,44,32,90,46214,1,9.79,2,292,0,0,1,1,0
2701,34,7,119,67935,4,1.04,3,168,0,0,0,1,0
2702,46,23,44,97081,2,6.1,1,229,1,1,0,0,1
2703,62,19,158,55588,1,6.04,3,47,0,0,1,0,1
2704,60,15,63,28953,3,0.84,1,149,1,1,0,1,0
2705,32,11,33,78408,2,2.63,3,207,1,0,0,0,0
2706,57,12,48,84904,3,9.1,1,60,0,1,1,1,1
2707,54,38,93,44103,3,5.67,2,116,1,0,1,0,0
2708,29,24,69,80949,4,4.65,2,238,0,0,0,1,0
2709,43,31,24,59264,2,4.45,3,47,1,0,1,1,0
2710,42,23,129,30156,2,8.94,1,244,1,0,1,1,1
2711,48,8,141,23423,1,3.99,2,292,0,1,0,0,1
2712,26,39,107,48062,2,8.66,1,4,1,0,0,1,1
2713,44,22,76,52805,1,3.44,3,99,0,1,0,1,0
2714,37,12,45,11987,2,5.55,2,204,1,1,1,1,1
2715,62,31,25,72979,3,1.87,3,179,0,0,1,1,0
2716,43,14,163,47597,1,8.34,3,16,0,1,0,1,1
2717,37,35,79,93905,2,7.49,1,89,1,1,0,0,1
2718,44,4,119,37868,1,5.54,3,107,0,0,0,0,1
2719,50,21,31,86970,4,0.75,3,189,0,0,0,0,0
2720,36,15,94,73805,4,5.07,1,179,1,0,1,1,0
2721,49,9,22,90084,1,2.64,1,248,0,0,0,0,0
2722,63,23,82,26636,1,4.43,3,250,1,0,1,1,0
2723,62,17,153,67467,3,8.64,2,19,1,0,1,0,1
2724,50,17,38,27007,2,7.81,2,96,1,0,0,0,0
2725,48,6,37,86864,4,2.8,1,221,0,1,1,0,0
2726,24,3,99,13389,4,9.86,3,143,1,1,1,0,1
2727,47,25,190,19458,2,9.08,2,6,0,0,1,1,1
2728,25,4,92,78481,4,5.52,1,267,1,1,0,0,1
2729,30,15,150,84888,4,5.54,1,295,1,1,0,0,1
2730,55,34,145,86022,1,9.06,1,0,1,1,0,1,1
2731,64,25,91,51400,4,6.54,3,57,0,0,0,0,0
2732,57,17,57,77628,4,5.6,1,263,1,1,0,0,1
2733,28,28,87,61857,4,7.62,2,89,0,0,0,1,0
2734,61,22,191,74367,2,2.73,3,74,0,1,1,0,1
2735,45,13,99,46527,3,8.84,2,260,0,0,1,0,0
2736,47,14,61,80648,1,5.55,2,281,0,1,1,1,1
2737,41,32,83,26937,3,6.23,2,242,0,1,1,1,1
2738,27,24,97,47672,4,1.35,3,118,1,0,1,0,0
2739,33,20,146,11112,4,3.44,2,46,0,1,1,0,1
2740,34,16,124,45545,4,4.55,1,167,1,0,1,0,0
2741,32,22,95,99017,3,4.43,1,26,1,0,1,1,0
2742,30,16,184,58355,2,7.89,2,295,0,0,0,1,1
2743,46,13,151,85561,2,3.18,1,0,1,1,0,0,1
2744,50,28,149,44082,1,2.23,3,173,1,1,1,1,1
2745,63,19,141,70482,3,6.03,3,166,0,0,1,1,1
2746,58,29,63,89098,2,6.34,1,17,0,0,0,0,0
2747,59,18,121,21304,1,1.66,1,90,1,0,0,1,0
2748,43,38,81,66625,4,0.52,3,201,0,1,0,1,0
2749,30,12,20,82551,4,9.22,2,20,0,1,1,1,1
2750,31,17,36,54885,1,1.26,3,155,1,0,1,1,0
2751,37,22,35,81246,2,9.03,2,13,0,1,0,0,1
2752,62,32,28,22588,3,4.29,1,19,0,1,1,1,0
2753,40,38,78,30967,1,6.7,1,243,0,0,1,0,0
2754,64,39,138,97440,2,2.26,2,172,0,0,0,0,0
2755,42,17,156,34256,1,8.33,2,121,0,1,0,0,1
2756,28,8,159,68348,2,2.21,3,183,0,0,0,0,0
2757,34,32,138,35052,4,4.17,2,67,1,0,1,1,0
2758,24,31,60,90972,1,2.76,1,292,0,1,0,0,0
2759,29,16,162,97351,3,8.46,1,158,1,0,0,0,1
2760,38,18,85,68479,1,8.65,1,48,1,0,0,1,0
2761,25,26,94,90732,4,4.03,2,180,1,1,1,1,0
2762,25,5,30,70200,4,3.42,2,294,1,0,1,1,0
2763,49,34,27,93625,2,7.85,1,140,0,1,1,0,1
2764,62,36,153,93140,4,8.85,2,17,1,0,0,0,1
2765,60,33,167,12506,2,6.43,3,139,0,1,1,1,1
2766,55,19,186,30709,4,9.31,3,71,1,1,1,1,1
2767,50,24,118,68535,2,4.14,2,241,1,0,0,0,0
2768,23,3,91,54840,3,1.94,2,260,0,0,1,1,0
2769,30,9,132,70587,2,2.21,1,262,0,0,1,1,0
2770,59,9,126,69321,2,6.86,2,142,1,1,1,0,1
2771,54,23,53,53202,3,4.37,1,194,0,1,1,1,0
2772,59,20,76,66588,2,1.98,3,145,1,0,1,1,0
2773,26,10,136,13090,2,3.28,2,293,0,0,1,1,0
2774,52,26,139,69231,3,5.54,3,25,0,1,1,1,1
2775,28,15,166,31552,4,1.65,2,58,1,0,1,1,0
2776,41,25,90,90227,1,0.53,2,51,0,1,0,1,0
2777,54,29,178,43741,2,9.21,1,148,1,0,0,0,1
2778,31,15,59,31661,4,3.4,1,106,0,0,0,0,0
2779,34,6,161,51025,1,2.6,2,58,1,0,0,1,0
2780,33,15,122,16092,3,7.14,2,257,1,1,0,0,1
2781,38,34,143,45674,2,8.61,1,280,1,0,0,1,1
2782,23,15,142,10570,2,6.51,3,18,0,1,0,0,1
2783,43,39,119,22084,3,2.92,2,165,1,1,1,1,1
2784,52,11,184,75843,2,8.69,1,24,1,0,1,0,1
2785,35,34,191,70752,1,5.35,2,3,0,0,1,1,1
2786,56,20,156,79278,1,4.12,1,2,1,1,1,1,1
2787,26,35,77,10765,3,6.24,3,26,1,0,1,1,0
2788,50,16,167,34198,2,7.16,2,218,1,0,0,0,1
2789,60,31,128,71201,4,6.14,2,43,0,1,0,0,1
2790,53,5,140,83271,2,9.24,3,211,0,0,1,0,1
2791,49,23,111,91738,3,6.47,2,51,1,1,1,1,1
2792,27,26,69,57199,4,8.85,2,152,0,1,1,0,1
2793,47,19,167,21377,1,6.08,2,201,1,1,0,0,1
2794,25,24,124,89833,1,3.63,1,10,0,1,0,1,1
2795,55,1,183,18036,4,5.56,1,67,1,1,1,1,1
2796,26,8,136,50364,4,1.32,2,226,1,0,0,0,0
2797,47,27,46,99905,3,2.69,3,120,1,1,1,1,0
2798,42,37,51,47443,2,7.78,3,14,0,1,1,0,1
2799,56,2,20,11663,1,6.78,2,56,1,0,0,1,0
2800,48,19,36,49244,2,2.08,1,63,1,1,1,1,0
2801,27,5,156,68391,1,4.66,1,229,0,1,0,0,1
2802,57,38,103,87564,2,1.85,2,10,0,0,1,1,0
2803,50,32,64,95359,1,8.63,1,120,1,0,1,1,0
2804,51,0,85,25077,2,1.54,1,223,0,0,0,1,0
2805,31,36,51,67849,3,6.72,3,224,1,1,0,1,1
2806,60,5,64,29631,1,6.27,2,124,0,1,0,1,1
2807,28,33,28,62652,3,4.99,1,147,0,1,1,1,0
2808,41,14,49,77446,1,3.14,1,227,1,0,1,1,0
2809,33,25,103,43500,1,4.34,1,29,1,1,1,1,1
2810,24,13,185,29897,1,8.16,2,9,1,1,1,1,1
2811,31,6,79,68915,2,7.73,2,53,0,1,1,1,1
2812,43,30,20,47377,1,7.52,1,185,1,0,0,1,0
2813,46,23,24,86670,3,7.62,3,206,0,0,0,1,0
2814,56,30,82,36897,2,1.87,3,254,1,0,1,0,0
2815,44,28,183,57280,2,1.44,2,156,1,0,0,1,0
2816,25,31,84,67320,1,8.68,3,128,1,1,0,1,1
2817,34,16,97,82592,4,8.45,1,57,0,1,1,1,1
2818,50,13,171,78289,2,6.97,2,194,1,1,0,0,1
2819,52,39,151,41941,1,6.26,2,75,0,0,1,0,1
2820,48,35,133,24234,3,3.99,3,88,1,1,1,0,1
2821,43,23,44,85172,4,2.63,2,80,1,1,0,0,0
2822,50,26,154,13376,2,6.84,3,185,0,1,0,1,1
2823,48,24,160,40783,4,9.17,3,267,0,1,1,1,1
2824,55,31,62,51249,2,4.65,1,78,0,0,1,1,0
2825,43,17,76,53025,4,3.38,3,144,1,1,1,0,0
2826,57,17,183,26447,4,3.07,3,128,1,0,0,1,0
2827,56,36,161,95865,3,0.73,2,13,0,1,1,0,1
2828,63,25,91,26713,4,5.44,1,118,1,0,1,0,0
2829,40,8,46,14858,3,9.89,1,1,0,0,1,0,0
2830,33,34,147,61115,1,8.24,3,3,0,0,1,1,1
2831,45,7,125,95008,2,9.03,2,243,1,1,0,1,1
2832,44,19,184,69834,3,6.4,2,65,0,0,1,1,1
2833,39,21,90,92060,2,5.07,2,245,1,0,0,1,0
2834,27,18,172,14539,3,9.91,1,89,0,1,1,0,1
2835,33,29,86,73983,2,4.75,1,177,1,1,1,1,0
2836,52,27,109,28857,3,9.21,3,59,0,1,1,1,1
2837,37,34,23,15364,2,7.74,3,231,1,1,1,1,1
2838,49,10,125,75985,1,3.64,2,175,0,0,0,0,0
2839,57,30,98,69169,2,5.28,3,166,1,0,0,0,0
2840,55,38,115,96366,1,4.15,2,197,1,1,0,1,1
2841,42,35,112,31078,1,1.79,1,59,1,0,1,1,0
2842,38,29,93,47574,1,3.89,3,82,0,0,1,0,0
2843,56,22,145,10869,4,8.95,2,73,1,0,0,0,1
2844,24,18,35,72624,2,7.65,1,25,0,0,0,1,0
2845,57,11,166,50075,4,3.14,2,242,0,0,0,0,0
2846,62,14,176,13659,4,4.0,3,115,0,1,1,0,1
2847,50,30,135,46370,2,6.36,2,179,1,1,1,0,1
2848,61,36,198,68185,1,4.45,1,261,0,1,0,0,1
2849,28,36,37,89921,4,5.28,3,113,0,1,0,0,1
2850,31,14,191,53751,4,7.13,1,265,1,1,0,0,1
2851,42,28,35,72758,3,4.94,3,37,1,1,1,0,0
2852,23,25,149,94873,2,2.31,2,76,1,1,1,1,1
2853,30,1,75,15131,4,5.45,1,101,1,0,1,0,0
2854,45,19,98,11358,2,3.88,1,11,0,1,1,1,0
2855,25,14,122,67371,2,3.26,2,48,0,0,1,1,0
2856,26,3,47,92307,4,3.62,1,253,0,0,0,1,0
2857,47,21,24,89139,2,4.67,1,248,0,0,0,1,0
2858,60,37,125,26246,1,8.92,1,71,0,0,1,1,1
2859,37,22,41,27216,4,7.47,1,196,1,0,0,1,0
2860,43,25,136,51209,4,6.84,2,252,0,1,1,0,1
2861,57,10,119,52987,4,4.98,1,298,1,0,0,0,0
2862,36,27,32,30577,3,0.52,1,221,1,1,0,1,0
2863,58,1,84,52320,3,3.74,1,59,0,1,0,1,0
2864,34,7,163,21301,3,8.23,3,156,0,1,1,0,1
2865,39,28,105,85051,3,4.19,3,201,0,0,0,0,0
2866,61,10,83,10891,4,5.86,2,266,1,0,1,1,0
2867,31,36,51,31972,1,2.45,2,34,1,1,0,1,0
2868,57,17,99,60457,2,9.2,2,254,1,1,0,1,1
2869,35,13,70,64435,2,9.27,1,22,0,1,0,0,1
2870,37,9,98,30932,4,1.89,3,164,1,1,0,0,0
2871,40,34,193,14192,1,7.38,3,27,1,1,0,0,1
2872,55,8,199,26128,2,1.21,2,52,1,0,0,1,0
2873,28,34,125,32836,1,6.19,3,283,1,1,1,0,1
2874,49,10,82,34837,4,2.2,2,297,0,1,1,1,0
2875,45,11,95,32778,3,1.88,1,84,1,1,1,1,0
2876,49,2,79,53130,1,0.54,3,123,0,1,1,0,0
2877,56,38,84,26708,2,9.44,1,206,0,0,1,0,0
2878,60,13,136,34232,2,8.38,1,164,0,1,1,0,1
2879,36,27,100,67266,2,1.24,3,46,0,1,0,1,0
2880,58,10,124,49412,3,6.19,2,155,1,0,0,0,1
